"","COSPARID","RSO_NAME","RSO_TYPE","PAYLOAD_OPERATIONAL_STATUS","ORBIT_TYPE","APPLICATION","SOURCE","LAUNCH_SITE","LAUNCH_DATE","DECAY_DATE","ORBITAL_PERIOD","12","13","14","INCLINATION","APOGEE","PERIGEE","18","19","20","21","22","23","a","e","i","w","W","V","X_","Y_","Z_","33","34","35","36","37","38","39","40","41","42","LAUNCH_YEAR"
"15422","2019-018N","FLOCK 4A-19","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,512,490,0,0,0,"u","","2022-11-02",6871.35,0.00185571,1.70091,0.739508,0.252768,2.75142,-6338.33,-1321.44,-2336.02,2.28298,1.54723,-7.08551,-5648.86,3153.69,-2349.94,2.98013,0.073776,-7.08044,2022,2019-01-01
"15423","2019-018P","FLOCK 4A-20","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,512,490,0,0,0,"u","","2022-09-03",6870.15,0.000344339,1.70098,4.02504,5.46671,4.6151,-3788.55,3111.45,4813.29,-3.17404,4.39986,-5.34622,-4580.05,1770.9,4805.11,-4.24805,3.52788,-5.353,2022,2019-01-01
"15424","2019-018Q","FLOCK 4A-8","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,491,0,0,0,"u","","2022-09-23",6864.06,0.0034182,1.70104,2.24695,5.81618,2.89316,2917.12,-559.388,-6213.33,5.98947,-3.47729,3.11799,2914.66,-637.5,-6206.96,5.84087,-3.84893,3.13096,2022,2019-01-01
"15425","2019-018R","FLOCK 4A-7","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,491,0,0,0,"u","","2022-09-03",6879.46,0.00127824,1.7009,3.2111,5.47084,0.0382412,-4628.66,5024.43,-732.63,1.27709,0.0814448,-7.51341,-5963.56,3330.26,-742.572,1.44628,0.915964,-7.5106,2022,2019-01-01
"15426","2019-018S","FLOCK 4A-6","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,491,0,0,0,"u","","2022-11-22",6872.49,0.00131716,1.70095,6.19586,0.579446,3.8299,-5024.29,-2684.43,-3857.14,3.15849,3.03953,-6.21827,-4797.08,3058.09,-3868.24,4.42685,-0.926871,-6.21123,2022,2019-01-01
"15427","2019-018T","FLOCK 4A-5","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,491,0,0,0,"u","","2022-09-03",6858.84,0.00165896,1.70098,3.26477,5.5227,3.84251,2928.46,-3689.19,4997.7,-4.51468,3.36964,5.12162,3922.88,-2595.06,5003.96,-5.54035,1.5034,5.11186,2022,2019-01-01
"15428","2019-018U","FLOCK 4A-11","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,490,0,0,0,"u","","2022-09-23",6864.97,0.00235211,1.70096,2.50627,5.85447,3.08796,5066.95,-1691.64,-4337.49,4.07953,-2.70199,5.81786,5029.28,-1826.88,-4326.47,3.85975,-3.17687,5.82668,2022,2019-01-01
"15429","2019-018V","FLOCK 4A-10","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,490,0,0,0,"u","","2022-09-23",6879.38,0.00232582,1.70088,2.42608,5.81971,0.667675,-6154.39,3028.27,325.598,0.105718,1.05172,-7.55224,-6071.77,3192.04,312.246,0.383116,1.49106,-7.55196,2022,2019-01-01
"15430","2019-018W","FLOCK 4A-9","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,490,0,0,0,"u","","2022-08-14",6877.57,0.000645405,1.70091,5.70639,5.12977,4.01041,-2436.09,6127.67,-1964.05,1.75373,-1.62275,-7.22492,-5682.47,3342.49,-1969.18,2.63666,0.220553,-7.22113,2022,2019-01-01
"15431","2019-018X","FLOCK 4A-16","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,490,0,0,0,"u","","2022-10-13",6861.08,0.00134171,1.70105,2.27827,6.17488,5.2519,2077.49,-1075.08,6444.97,-7.22531,0.469608,2.39803,1533.46,-1749.94,6449.46,-6.6965,2.94608,2.38224,2022,2019-01-01
"15432","2019-018Y","FLOCK 4A-15","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,490,0,0,0,"u","","2022-09-23",6859.55,0.00169582,1.70106,3.32351,5.82892,4.39947,417.751,-1187.58,6746.66,-6.84506,3.20055,0.974711,371.053,-1198.16,6747.52,-6.84636,3.35573,0.959854,2022,2019-01-01
"15433","2019-018Z","FLOCK 4A-14","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,489,0,0,0,"u","","2022-10-13",6862.23,0.00374922,1.70103,1.3733,6.17536,2.93362,-2612.5,1109.51,-6275.35,6.97692,-0.363254,-2.97527,-2019.97,1976.03,-6281.02,6.52121,-2.72191,-2.96001,2022,2019-01-01
"15434","2019-018AA","FLOCK 4A-13","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,489,0,0,0,"u","","2022-11-02",6876.43,0.00212916,1.70088,0.728757,0.243136,5.33149,6453.52,1803.69,-1505.63,1.8556,-0.533731,7.37441,6058.41,-2870.45,-1491.42,0.829759,-2.05079,7.37844,2022,2019-01-01
"15435","2019-018AB","AISTECHSAT-3","plat","+","u","u","SPN","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,487,0,0,0,"u","","2022-10-13",6863.56,0.00223933,1.701,2.11792,6.19009,5.14234,3750.96,-1091.4,5635.54,-6.35507,0.0385613,4.21847,3088.92,-2372.21,5643.7,-6.09073,2.11694,4.20456,2022,2019-01-01
"15436","2019-018AC","AIS & APRS & ARIS & R/B","rb","+","u","u","IND","SRILR","2019-04-01","1858-11-16",94.1,0,0,0,97.5,516,433,0,0,0,"u","","2022-08-14",6848.09,0.00500039,1.70186,5.36652,5.55998,0.374155,4680.65,-3518.45,-3488.92,2.40856,-3.26922,6.50091,5860.7,102.575,-3478.82,3.905,-1.53706,6.50605,2022,2019-01-01
"15437","2019-018AD","BLUEWALKER 1","plat","+","u","u","LTU","SRILR","2019-04-01","1858-11-16",94.1,0,0,0,97.5,515,433,0,0,0,"u","","2022-11-02",6847.78,0.00661811,1.70199,0.660221,0.739687,5.96727,4934,4095.59,2277.15,-1.28844,-2.45465,7.15967,6406.96,-138.238,2288.08,-2.60414,-1.46615,7.15675,2022,2019-01-01
"15440","2019-018AE","FLOCK 4A-12","plat","+","u","u","US","SRILR","2019-04-01","1858-11-16",94.6,0,0,0,97.5,509,491,0,0,0,"u","","2022-09-03",6856.62,0.00220497,1.70105,2.22634,5.49369,2.68208,1563.74,-333.733,-6681.51,5.12104,-5.43516,1.46234,1603.59,175.472,-6678.09,6.57079,-3.68434,1.47335,2022,2019-01-01
"15441","2019-018AF","M6P","plat","+","u","u","LTU","SRILR","2019-04-01","1858-11-16",94.1,0,0,0,97.5,519,434,0,0,0,"u","","2022-12-12",6829.01,0.00372861,1.70196,3.82992,1.40432,0.979494,-765.399,798.048,-6724.44,1.3557,7.50121,0.711956,661.619,873.359,-6726.1,7.68568,-0.130296,0.715129,2022,2019-01-01
"15442","2019-019A","PROGRESS-MS 11","plat","+","u","u","CIS","TYMSC","2019-04-04","1858-11-16",92.8,0,0,0,51.6,418,408,0,0,0,"u","ISS","2022-09-23",6775.73,0.00097396,0.901115,1.34985,2.92495,2.86868,3936.5,2929.18,-4681.93,-6.10361,3.65316,-2.8492,4023.77,2822.56,-4673.23,-5.7915,3.52184,-2.86241,2022,2019-01-01
"15443","2019-019B","SL-4 R/B","rb","D","u","u","CIS","TYMSC","2019-04-04","2019-04-07",87.4,0,0,0,51.7,149,146,0,0,0,"u","","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2019-01-01
"15444","2019-020A","O3B FM20","plat","+","u","u","O3B","FRGUI","2019-04-04","1858-11-16",287.9,0,0,0,0.1,8069,8062,0,0,0,"u","","2022-12-12",14447,0.000402851,0.00137198,2.42749,6.07509,0.633019,-13842.7,4118.43,1.60487,-1.49955,-5.03584,-0.00718508,1748.2,14336.1,-28.8225,-4.17016,0.509764,-0.0106172,2022,2019-01-01
"15445","2019-020B","O3B FM19","plat","+","u","u","O3B","FRGUI","2019-04-04","1858-11-16",287.9,0,0,0,0,8080,8052,0,0,0,"u","","2022-11-22",14447,0.00115306,0.00174365,4.74187,6.17367,0.942666,10965.9,-9390.56,-14.1859,3.42259,3.98921,0.00756638,-2815.7,-14160,9.65963,4.12176,-0.824595,0.0151936,2022,2019-01-01
"15446","2019-020C","O3B FM17","plat","+","u","u","O3B","FRGUI","2019-04-04","1858-11-16",287,0,0,0,0.1,8039,8028,0,0,0,"u","","2022-10-13",14414.9,0.000406407,0.00177635,1.34049,0.361999,1.03815,-13268.8,5625.02,17.6917,-2.05455,-4.84172,-0.00675072,-10328.4,10051.2,-11.1623,-2.93653,-3.0149,-0.0113873,2022,2019-01-01
"15447","2019-020D","O3B FM18","plat","+","u","u","O3B","FRGUI","2019-04-04","1858-11-16",287.9,0,0,0,0.1,8070,8062,0,0,0,"u","","2022-11-22",14447.1,0.000569341,0.00119207,1.05362,6.21928,6.0625,10375.8,10041.4,12.7355,-3.65537,3.77616,0.00421395,13836.5,-4127.42,35.8005,1.20073,4.02749,-0.00371918,2022,2019-01-01
"15448","2019-020E","FREGAT R/B","rb","","u","u","CIS","FRGUI","2019-04-04","1858-11-16",278.7,0,0,0,0.1,7839,7674,0,0,0,"u","","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2019-01-01
"15449","2019-021A","ARABSAT 6A","plat","+","u","u","AB","AFETR","2019-04-11","1858-11-16",1436.1,0,0,0,0.1,35800,35773,0,0,0,"u","","2022-08-18",42164.8,0.000324173,0.000628712,0.981157,0.424275,4.65025,-108.188,-42178.2,-24.1388,3.07364,-0.00772199,-0.000799931,23463.8,-35049.4,-25.5405,-0.00178548,-0.00100517,0.00588919,2022,2019-01-01
"15450","2019-021B","FALCON HEAVY R/B","rb","","u","u","US","AFETR","2019-04-11","1858-11-16",1930.6,0,0,0,22.9,89647,316,0,0,0,"u","","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2019-01-01
"15451","2019-022A","CYGNUS NG-11","plat","+","u","u","US","WLPIS","2019-04-17","1858-11-16",92.8,0,0,0,51.6,418,408,0,0,0,"u","ISS","2022-10-13",6784.87,0.0011426,0.901657,0.715735,1.18027,5.59262,2481.88,6306.8,133.84,-4.47459,1.62721,6.01517,4598.43,4978.79,139.456,-3.23,2.80743,6.00542,2022,2019-01-01
"15452","2019-023A","BEIDOU-3 IGSO-1","plat","S","u","u","PRC","XICLF","2019-04-20","1858-11-16",1435.8,0,0,0,55,35848,35713,0,0,0,"u","","2022-09-05",42157,0.00162502,0.959601,3.09346,1.13916,5.66843,26095,1186.36,-33117.3,0.780048,2.8861,0.712024,24796,8443.21,-33060.3,0.557756,1.18052,0.713803,2022,2019-01-01
"15453","2019-023B","CZ-3B R/B","rb","","u","u","PRC","XICLF","2019-04-20","1858-11-16",597.5,0,0,0,28.6,34057,184,0,0,0,"u","","2022-09-11",23519.2,0.722019,0.499605,3.47565,0.935626,0.013816,21041.6,17379.3,-3616.66,0.62849,3.31364,0.796916,17605.5,20860.7,-3570.21,1.5458,2.08846,0.798382,2022,2019-01-01
"15454","2019-022B","ANTARES R/B","rb","D","u","u","US","WLPIS","2019-04-17","2019-04-28",87.3,0,0,0,51.6,144,134,0,0,0,"u","","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2019-01-01
"15455","2019-024A","TIANHUI 2-01A","plat","+","u","u","PRC","TAISC","2019-04-29","1858-11-16",94.9,0,0,0,97.5,517,514,0,0,0,"u","","2022-10-13",6899.71,0.00152811,1.70072,1.84517,5.01549,1.13493,-2168.44,6452.42,1099.31,0.559917,1.46728,-7.44171,315.014,6800.49,1094.76,1.56473,1.13597,-7.44042,2022,2019-01-01
"15456","2019-024C","TIANHUI 2-01B","plat","+","u","u","PRC","TAISC","2019-04-29","1858-11-16",94.9,0,0,0,97.5,517,514,0,0,0,"u","","2022-11-22",6883.7,0.00245937,1.70088,1.17905,5.70187,3.1768,-1552.31,2023.65,-6412,6.13388,-3.61913,-2.62648,1010.98,2332.36,-6415.34,0.0221676,-7.19909,-2.61309,2022,2019-01-01
"15457","2019-024D","CZ-4C R/B","rb","D","u","u","PRC","TAISC","2019-04-29","2021-03-12",92.3,0,0,0,97.5,500,276,0,0,0,"u","","1858-11-16",6600,0,0,0,0,0,6296.9,1977.14,0,-2.32804,7.41446,0,0,0,0,0,0,0,1858,2019-01-01
"15458","2019-025A","DRAGON CRS-17","plat","+","u","u","US","AFETR","2019-05-04","1858-11-16",92.8,0,0,0,51.6,418,408,0,0,0,"u","","2022-10-13",6784.87,0.0011426,0.901657,0.715735,1.18027,5.59262,2481.88,6306.8,133.84,-4.47459,1.62721,6.01517,4598.43,4978.79,139.456,-3.23,2.80743,6.00542,2022,2019-01-01
"15459","2019-026A","AFOTEC-1 (FALCON ODE)","plat","+","u","u","US","RLLB","2019-05-05","1858-11-16",94.7,0,0,0,40,509,501,0,0,0,"u","","2022-11-02",6876.67,0.000475662,0.69812,0.497198,5.50161,4.23537,-3612.22,-3836.99,-4420.24,5.48634,-5.2753,0.100794,-5235.69,-535.965,-4428.26,0.645796,-7.19826,0.112675,2022,2019-01-01
"15460","2019-026B","SPARC-1","plat","+","u","u","US","RLLB","2019-05-05","1858-11-16",94.7,0,0,0,40,509,495,0,0,0,"u","","2022-09-03",6873.62,0.00125245,0.698684,3.71448,4.97944,6.17739,-3900.6,5287.8,-1988.35,-4.12136,-4.68794,-4.37859,-5351.41,3808.49,-1996.7,-2.16648,-5.34636,-4.3877,2022,2019-01-01
"15461","2019-026C","ELECTRON R/B","rb","","u","u","US","RLLB","2019-05-05","1858-11-16",94.7,0,0,0,40,509,497,0,0,0,"u","","2022-09-03",6873.99,0.000406859,0.698395,2.5586,5.14024,5.8175,2728.47,5010.67,3829.62,-5.38746,4.79931,-2.44353,1021.27,5609.08,3835.7,-6.20172,2.80639,-2.45513,2022,2019-01-01
"15462","2019-026D","ELECTRON R/B","rb","D","u","u","US","RLLB","2019-05-05","2019-05-17",87.9,0,0,0,40,197,140,0,0,0,"u","","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2019-01-01
"15463","2019-026E","HARBINGER","plat","+","u","u","US","RLLB","2019-05-05","1858-11-16",94.7,0,0,0,40,509,500,0,0,0,"u","","2022-10-13",6884.43,0.00116157,0.69877,1.40371,1.24928,5.13389,846.425,6737.4,1114.07,-5.95836,-0.0431657,4.73816,3228.18,5973.55,1116.12,-5.14308,1.88724,4.72512,2022,2019-01-01
"15464","2019-027A","BEIDOU-2 G8","plat","+","u","u","PRC","XICLF","2019-05-17","1858-11-16",630.2,0,0,0,19.4,35743,198,0,0,0,"u","","2022-09-23",24378.4,0.730262,0.337396,3.18977,1.89692,1.61349,-20571.3,9565.88,5761.13,1.66445,-3.86309,-0.118953,-20320.3,10113.6,5716.47,2.29813,-2.42451,-0.115432,2022,2019-01-01
"15465","2019-027B","CZ-3C R/B","rb","","u","u","PRC","XICLF","2019-05-17","1858-11-16",606.5,0,0,0,19.4,34503,208,0,0,0,"u","","2022-08-11",23266.4,0.716072,0.337602,3.18209,1.9004,4.81361,-9469.97,37908.4,-1161.77,-1.71266,0.158132,0.550883,-31955.1,22484.4,-1181.38,0.239702,1.3289,0.547162,2022,2019-01-01
"15466","2019-028A","RISAT-2B","plat","+","u","u","IND","SRILR","2019-05-22","1858-11-16",95.7,0,0,0,37,558,550,0,0,0,"u","","2022-08-14",6575.02,0.000598841,0.64587,3.05757,1.27351,0.699128,1323.33,-6019.13,-2282.58,6.17495,2.80682,-3.83025,4744.84,-3934.46,-2279.86,2.86906,5.66662,-3.81672,2022,2019-01-01
"15467","2019-028B","PSLV R/B","rb","D","u","u","IND","SRILR","2019-05-22","2022-02-15",95,0,0,0,37,558,480,0,0,0,"u","","1858-11-16",6600,0,0,0,0,0,-2360.61,6163.4,0,-7.25727,-2.77957,0,0,0,0,0,0,0,1858,2019-01-01
"15468","2019-029A","Starlink1","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-22",6917,0,0.925025,0,0,5.77026,6917,0,0,0,4.56849,6.0626,5983.17,-3470.78,15.1449,2.0277,3.52194,6.06272,2022,2019-01-01
"15469","2019-029B","Starlink2","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-14",6917,0,0.925025,0,0,0.778517,6917,0,0,0,4.56849,6.0626,4088.1,-5579.61,15.1899,3.27032,2.41262,6.0627,2022,2019-01-01
"15470","2019-029C","Starlink3","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-16",6917,0,0.925025,0,0,4.73214,6917,0,0,0,4.56849,6.0626,6896.76,528.598,15.0979,-0.323761,4.05102,6.06272,2022,2019-01-01
"15471","2019-029D","Starlink4","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-06",6917,0,0.925025,0,0,3.73055,6917,0,0,0,4.56849,6.0626,6670.82,-1828.88,15.1267,1.06173,3.92279,6.06272,2022,2019-01-01
"15472","2019-029E","Starlink5","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-20",6917,0,0.925025,0,0,0.930196,6917,0,0,0,4.56849,6.0626,6916.78,53.1509,15.1065,-0.044468,4.0637,6.06272,2022,2019-01-01
"15473","2019-029F","Starlink6","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-14",6917,0,0.925025,0,0,4.93629,6917,0,0,0,4.56849,6.0626,5530.99,4153.65,15.0561,-2.45095,3.24169,6.06271,2022,2019-01-01
"15474","2019-029G","Starlink7","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-06",6917,0,0.925025,0,0,0.441023,6917,0,0,0,4.56849,6.0626,4908.71,4873.32,15.0374,-2.87258,2.87473,6.0627,2022,2019-01-01
"15475","2019-029H","Starlink8","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-31",6917,0,0.925025,0,0,5.87674,6917,0,0,0,4.56849,6.0626,5300.88,-4443.57,15.1639,2.60054,3.12296,6.06271,2022,2019-01-01
"15476","2019-029I","Starlink9","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-14",6917,0,0.925025,0,0,2.50285,6917,0,0,0,4.56849,6.0626,6356.95,-2726.52,15.133,1.58971,3.74011,6.06271,2022,2019-01-01
"15477","2019-029J","Starlink10","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-07",6917,0,0.925025,0,0,0.225758,6917,0,0,0,4.56849,6.0626,6732.82,1585.48,15.0922,-0.944387,3.95269,6.06271,2022,2019-01-01
"15478","2019-029K","Starlink11","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-24",6917,0,0.925025,0,0,1.0721,6917,0,0,0,4.56849,6.0626,3072.84,-6196.96,15.2073,3.63499,1.81733,6.0627,2022,2019-01-01
"15479","2019-029L","Starlink12","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-13",6917,0,0.925025,0,0,3.85407,6917,0,0,0,4.56849,6.0626,6860.35,883.341,15.0936,-0.532108,4.02895,6.06272,2022,2019-01-01
"15480","2019-029M","Starlink13","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-18",6917,0,0.925025,0,0,1.60156,6917,0,0,0,4.56849,6.0626,5803.37,3763.72,15.0588,-2.22237,3.40247,6.06271,2022,2019-01-01
"15481","2019-029N","Starlink14","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-19",6917,0,0.925025,0,0,5.83884,6917,0,0,0,4.56849,6.0626,6099.09,-3262.78,15.1437,1.90527,3.58965,6.06272,2022,2019-01-01
"15482","2019-029O","Starlink15","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-14",6917,0,0.925025,0,0,5.77772,6917,0,0,0,4.56849,6.0626,5530.87,4153.81,15.0561,-2.45104,3.24163,6.06271,2022,2019-01-01
"15483","2019-029P","Starlink16","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-26",6917,0,0.925025,0,0,3.7575,6917,0,0,0,4.56849,6.0626,5662.98,-3971.82,15.1477,2.32269,3.33478,6.06271,2022,2019-01-01
"15484","2019-029Q","Starlink17","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-06",6917,0,0.925025,0,0,4.94619,6917,0,0,0,4.56849,6.0626,6670.86,-1828.72,15.1267,1.06164,3.92282,6.06272,2022,2019-01-01
"15485","2019-029R","Starlink18","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-04",6917,0,0.925025,0,0,5.53677,6917,0,0,0,4.56849,6.0626,6642.09,1930.61,15.0837,-1.14699,3.89873,6.06271,2022,2019-01-01
"15486","2019-029S","Starlink19","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-01",6917,0,0.925025,0,0,1.19562,6917,0,0,0,4.56849,6.0626,5223.78,-4533.96,15.1662,2.6538,3.07783,6.06271,2022,2019-01-01
"15487","2019-029T","Starlink20","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-17",6917,0,0.925025,0,0,0.61344,6917,0,0,0,4.56849,6.0626,6904.85,409.515,15.1001,-0.253814,4.05601,6.06272,2022,2019-01-01
"15488","2019-029U","Starlink21","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-30",6917,0,0.925025,0,0,2.94922,6917,0,0,0,4.56849,6.0626,6451.61,2494.28,15.0751,-1.47778,3.78573,6.06271,2022,2019-01-01
"15489","2019-029V","Starlink22","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-04",6917,0,0.925025,0,0,5.91098,6917,0,0,0,4.56849,6.0626,6642.1,1930.59,15.0837,-1.14697,3.89873,6.06271,2022,2019-01-01
"15490","2019-029W","Starlink23","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-22",6917,0,0.925025,0,0,1.04768,6917,0,0,0,4.56849,6.0626,3284.11,-6087.63,15.2005,3.57035,1.94124,6.0627,2022,2019-01-01
"15491","2019-029X","Starlink24","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-17",6917,0,0.925025,0,0,5.62731,6917,0,0,0,4.56849,6.0626,6207.68,-3051.12,15.1404,1.78071,3.65304,6.06271,2022,2019-01-01
"15492","2019-029Y","Starlink25","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-10",6917,0,0.925025,0,0,0.635564,6917,0,0,0,4.56849,6.0626,4462.12,-5285.28,15.1778,3.09668,2.63179,6.0627,2022,2019-01-01
"15493","2019-029Z","Starlink26","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-22",6917,0,0.925025,0,0,5.11245,6917,0,0,0,4.56849,6.0626,6048.58,3355.5,15.0682,-1.98301,3.54731,6.06271,2022,2019-01-01
"15494","2019-029AA","Starlink27","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-03",6917,0,0.925025,0,0,0.59149,6917,0,0,0,4.56849,6.0626,4650.9,5119.94,15.0324,-3.01698,2.72279,6.0627,2022,2019-01-01
"15495","2019-029AB","Starlink28","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-30",6917,0,0.925025,0,0,2.53463,6917,0,0,0,4.56849,6.0626,6823.72,-1132.02,15.1129,0.652025,4.01129,6.06272,2022,2019-01-01
"15496","2019-029AC","Starlink29","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-07",6917,0,0.925025,0,0,2.00272,6917,0,0,0,4.56849,6.0626,6732.8,1585.59,15.0922,-0.944455,3.95267,6.06271,2022,2019-01-01
"15497","2019-029AD","Starlink30","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-11",6917,0,0.925025,0,0,2.74743,6917,0,0,0,4.56849,6.0626,6488.99,-2395.35,15.1272,1.39489,3.81705,6.06272,2022,2019-01-01
"15498","2019-029AE","Starlink31","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-30",6917,0,0.925025,0,0,2.81474,6917,0,0,0,4.56849,6.0626,6823.76,-1131.79,15.1129,0.651891,4.01131,6.06272,2022,2019-01-01
"15499","2019-029AF","Starlink32","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-19",6917,0,0.925025,0,0,0.16961,6917,0,0,0,4.56849,6.0626,3593.49,-5910.29,15.1965,3.46555,2.12267,6.0627,2022,2019-01-01
"15500","2019-029AG","Starlink33","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-28",6917,0,0.925025,0,0,1.85477,6917,0,0,0,4.56849,6.0626,6858.65,-896.415,15.1091,0.513537,4.03136,6.06272,2022,2019-01-01
"15501","2019-029AH","Starlink34","plat","+","LEO","comms","USA","AFETR","2019-05-23","2029-05-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-30",6917,0,0.925025,0,0,4.16596,6917,0,0,0,4.56849,6.0626,6451.73,2493.96,15.0751,-1.4776,3.78581,6.06271,2022,2019-01-01
