"","OBJECT_NAME","OBJECT_ID","NORAD_CAT_ID","OBJECT_TYPE","OPS_STATUS_CODE","OWNER","LAUNCH_DATE","LAUNCH_SITE","DECAY_DATE","PERIOD","INCLINATION","APOGEE","PERIGEE","RCS","DATA_STATUS_CODE","ORBIT_CENTER","ORBIT_TYPE","LAUNCH_YEAR"
"44291","STARLINK-77","2019-029BJ",44291,"PAY","D","US","2019-05-24","AFETR","2020-10-02",93.17,53.01,430,429,NA,NA,"EA","IMP",2019-01-01
"44292","STARLINK-81","2019-029BK",44292,"PAY","D","US","2019-05-24","AFETR","2020-10-04",93.17,53.01,431,429,NA,NA,"EA","IMP",2019-01-01
"44293","STARLINK-74","2019-029BL",44293,"PAY","D","US","2019-05-24","AFETR","2020-09-29",88.35,53,194,191,NA,NA,"EA","IMP",2019-01-01
"44294","STARLINK-53","2019-029BM",44294,"PAY","D","US","2019-05-24","AFETR","2020-09-26",93.25,53,435,432,NA,NA,"EA","IMP",2019-01-01
"44299","COSMOS 2534 [GLONASS-M]","2019-030A",44299,"PAY","+","CIS","2019-05-27","PLMSC",NA,675.73,64.42,19165,19095,NA,NA,"EA","ORB",2019-01-01
"44300","FREGAT R/B","2019-030B",44300,"R/B",NA,"CIS","2019-05-27","PLMSC",NA,688.9,64.37,19669,19252,NA,NA,"EA","ORB",2019-01-01
"44307","YAMAL 601","2019-031A",44307,"PAY","+","CIS","2019-05-30","TYMSC",NA,1436.1,0.01,35796,35777,NA,NA,"EA","ORB",2019-01-01
"44308","BREEZE-M R/B","2019-031B",44308,"R/B",NA,"CIS","2019-05-30","TYMSC",NA,717.84,19.6,34619,5738,NA,NA,"EA","ORB",2019-01-01
"44310","OBJECT A","2019-032A",44310,"PAY","+","PRC","2019-06-05","SEAL",NA,95.96,44.99,575,556,NA,NA,"EA","ORB",2019-01-01
"44311","OBJECT B","2019-032B",44311,"PAY","+","PRC","2019-06-05","SEAL",NA,95.83,44.98,570,548,NA,NA,"EA","ORB",2019-01-01
"44312","OBJECT C","2019-032C",44312,"PAY","+","PRC","2019-06-05","SEAL",NA,95.82,44.99,569,548,NA,NA,"EA","ORB",2019-01-01
"44313","OBJECT D","2019-032D",44313,"PAY","+","PRC","2019-06-05","SEAL",NA,95.77,45,567,545,NA,NA,"EA","ORB",2019-01-01
"44314","OBJECT E","2019-032E",44314,"PAY","+","PRC","2019-06-05","SEAL",NA,95.82,44.99,569,547,NA,NA,"EA","ORB",2019-01-01
"44315","OBJECT F","2019-032F",44315,"PAY","+","PRC","2019-06-05","SEAL",NA,95.75,44.99,568,542,NA,NA,"EA","ORB",2019-01-01
"44316","OBJECT G","2019-032G",44316,"PAY","+","PRC","2019-06-05","SEAL",NA,95.96,44.99,578,552,NA,NA,"EA","ORB",2019-01-01
"44317","CZ-11 R/B","2019-032H",44317,"R/B","D","PRC","2019-06-05","SEAL","2021-03-12",87.28,44.88,152,127,NA,NA,"EA","IMP",2019-01-01
"44322","RCM-1","2019-033A",44322,"PAY","+","CA","2019-06-12","AFWTR",NA,96.48,97.76,591,589,NA,NA,"EA","ORB",2019-01-01
"44323","RCM-3","2019-033B",44323,"PAY","+","CA","2019-06-12","AFWTR",NA,96.48,97.76,591,589,NA,NA,"EA","ORB",2019-01-01
"44324","RCM-2","2019-033C",44324,"PAY","+","CA","2019-06-12","AFWTR",NA,96.48,97.76,591,589,NA,NA,"EA","ORB",2019-01-01
"44333","AT&T T-16","2019-034A",44333,"PAY","+","US","2019-06-20","FRGUI",NA,1436.09,0.05,35789,35784,NA,NA,"EA","ORB",2019-01-01
"44334","EUTELSAT 7C","2019-034B",44334,"PAY","+","EUTE","2019-06-20","FRGUI",NA,1436.08,0.06,35799,35774,NA,NA,"EA","ORB",2019-01-01
"44335","ARIANE 5 R/B","2019-034C",44335,"R/B",NA,"FR","2019-06-20","FRGUI",NA,602.13,5.46,34245,240,NA,NA,"EA","ORB",2019-01-01
"44337","BEIDOU-3 IGSO-2","2019-035A",44337,"PAY","+","PRC","2019-06-24","XICLF",NA,1436.16,55.12,35895,35680,NA,NA,"EA","ORB",2019-01-01
"44338","CZ-3B R/B","2019-035B",44338,"R/B","D","PRC","2019-06-24","XICLF","2019-10-22",101.51,28.5,1590,70,NA,NA,"EA","IMP",2019-01-01
"44339","PROX-1","2019-036A",44339,"PAY","+","US","2019-06-25","AFETR",NA,98.91,24,714,699,NA,NA,"EA","ORB",2019-01-01
"44340","NPSAT1","2019-036B",44340,"PAY","+","US","2019-06-25","AFETR",NA,99.01,24,719,704,NA,NA,"EA","ORB",2019-01-01
"44341","OTB","2019-036C",44341,"PAY","+","US","2019-06-25","AFETR",NA,99.09,24,724,707,NA,NA,"EA","ORB",2019-01-01
"44342","GPIM","2019-036D",44342,"PAY","D","US","2019-06-25","AFETR","2020-10-14",87.68,24,179,140,NA,NA,"EA","IMP",2019-01-01
"44343","FORMOSAT 7-3","2019-036E",44343,"PAY","+","ROC","2019-06-25","AFETR",NA,95.35,24,542,529,NA,NA,"EA","ORB",2019-01-01
"44344","DSX","2019-036F",44344,"PAY","+","US","2019-06-25","AFETR",NA,316.92,42.22,12067,5972,NA,NA,"EA","ORB",2019-01-01
"44345","FALCON HEAVY R/B","2019-036G",44345,"R/B",NA,"US","2019-06-25","AFETR",NA,306.86,42.28,11954,5430,NA,NA,"EA","ORB",2019-01-01
"44346","TEPCE","2019-036H",44346,"PAY","D","US","2019-06-25","AFETR","2020-02-01",88.56,28.51,221,185,NA,NA,"EA","IMP",2019-01-01
"44347","FALCONSAT-7","2019-036J",44347,"PAY","D","US","2019-06-25","AFETR","2021-07-02",89.14,28.51,248,215,NA,NA,"EA","IMP",2019-01-01
"44348","OCULUS-ASR","2019-036K",44348,"PAY","+","US","2019-06-25","AFETR",NA,92.73,28.5,534,283,NA,NA,"EA","ORB",2019-01-01
"44349","FORMOSAT 7-1","2019-036L",44349,"PAY","+","ROC","2019-06-25","AFETR",NA,95.35,24,543,528,NA,NA,"EA","ORB",2019-01-01
"44350","FORMOSAT 7-4","2019-036M",44350,"PAY","+","ROC","2019-06-25","AFETR",NA,95.35,24,540,531,NA,NA,"EA","ORB",2019-01-01
"44351","FORMOSAT 7-2","2019-036N",44351,"PAY","+","ROC","2019-06-25","AFETR",NA,95.35,24,545,525,NA,NA,"EA","ORB",2019-01-01
"44352","ARMADILLO","2019-036P",44352,"PAY","D","US","2019-06-25","AFETR","2022-08-23",87.92,28.51,176,167,NA,NA,"EA","IMP",2019-01-01
"44353","FORMOSAT 7-6","2019-036Q",44353,"PAY","+","ROC","2019-06-25","AFETR",NA,95.35,24,537,534,NA,NA,"EA","ORB",2019-01-01
"44354","PSAT2 (NO-104)","2019-036R",44354,"PAY","+","US","2019-06-25","AFETR",NA,92.51,28.52,515,280,NA,NA,"EA","ORB",2019-01-01
"44355","BRICSAT2 (NO-103)","2019-036S",44355,"PAY","D","US","2019-06-25","AFETR","2022-04-20",87.98,28.51,185,164,NA,NA,"EA","IMP",2019-01-01
"44356","TBEX-A","2019-036T",44356,"PAY","D","US","2019-06-25","AFETR","2021-03-09",88.32,28.5,197,186,NA,NA,"EA","IMP",2019-01-01
"44357","OBJECT U","2019-036U",44357,"PAY","+","TBD","2019-06-25","AFETR",NA,92.32,28.52,500,276,NA,NA,"EA","ORB",2019-01-01
"44358","FORMOSAT 7-5","2019-036V",44358,"PAY","+","ROC","2019-06-25","AFETR",NA,95.35,24,539,531,NA,NA,"EA","ORB",2019-01-01
"44359","TBEX-B","2019-036W",44359,"PAY","D","US","2019-06-25","AFETR","2021-02-22",89.08,28.5,245,213,NA,NA,"EA","IMP",2019-01-01
"44360","CP9 (LEO)","2019-036X",44360,"PAY","D","US","2019-06-25","AFETR","2021-10-28",89.31,28.48,264,217,NA,NA,"EA","IMP",2019-01-01
"44361","OBJECT Y","2019-036Y",44361,"PAY","D","US","2019-06-25","AFETR","2021-11-06",88.51,28.49,218,184,NA,NA,"EA","IMP",2019-01-01
"44365","PAINANI 1","2019-037A",44365,"PAY","+","MEX","2019-06-29","RLLB",NA,91.92,44.99,376,362,NA,NA,"EA","ORB",2019-01-01
"44366","PROMETHEUS 2-9","2019-037B",44366,"PAY","D","US","2019-06-29","RLLB","2022-06-06",87.85,44.98,176,160,NA,NA,"EA","IMP",2019-01-01
"44367","GLOBAL-3","2019-037C",44367,"PAY","+","US","2019-06-29","RLLB",NA,92.67,45,411,400,NA,NA,"EA","ORB",2019-01-01
"44368","ELECTRON KICK STAGE R/B","2019-037D",44368,"R/B","D","US","2019-06-29","RLLB","2022-04-14",89.13,44.98,243,220,NA,NA,"EA","IMP",2019-01-01
"44369","ACRUX 1","2019-037E",44369,"PAY","D","AUS","2019-06-29","RLLB","2022-06-17",88.49,44.98,210,189,NA,NA,"EA","IMP",2019-01-01
"44370","SPACEBEE-9","2019-037F",44370,"PAY","D","US","2019-06-29","RLLB","2021-12-16",88.03,44.97,183,171,NA,NA,"EA","IMP",2019-01-01
"44371","SPACEBEE-8","2019-037G",44371,"PAY","D","US","2019-06-29","RLLB","2021-04-26",88.95,44.99,226,220,NA,NA,"EA","IMP",2019-01-01
"44372","ELECTRON R/B","2019-037H",44372,"R/B","D","US","2019-06-29","RLLB","2020-03-16",87.86,44.98,174,163,NA,NA,"EA","IMP",2019-01-01
"44374","PROMETHEUS 2-7","2019-037K",44374,"PAY","D","US","2019-06-29","RLLB","2022-05-20",89.08,44.98,234,224,NA,NA,"EA","IMP",2019-01-01
"44375","OBJECT Z","2019-036Z",44375,"UNK","D","TBD","2019-06-25","AFETR","2021-07-27",88.72,28.49,231,192,NA,NA,"EA","IMP",2019-01-01
"44376","OCULUS-ASR SPHERE 1","2019-036AA",44376,"PAY","D","US","2019-06-25","AFETR","2019-08-10",94.48,28.51,675,312,NA,NA,"EA","IMP",2019-01-01
"44386","PROMETHEUS 2-6","2019-036AB",44386,"PAY","D","US","2019-06-25","AFETR","2022-02-12",89.3,28.52,262,218,NA,NA,"EA","IMP",2019-01-01
"44387","METEOR-M2 2","2019-038A",44387,"PAY","P","CIS","2019-07-05","VOSTO",NA,101.14,98.74,813,812,NA,NA,"EA","ORB",2019-01-01
"44388","OBJECT B","2019-038B",44388,"PAY","+","TBD","2019-07-05","VOSTO",NA,95.36,97.82,549,523,NA,NA,"EA","ORB",2019-01-01
"44389","ICEYE-X5","2019-038C",44389,"PAY","+","FIN","2019-07-05","VOSTO",NA,96.03,97.85,580,556,NA,NA,"EA","ORB",2019-01-01
"44390","ICEYE-X4","2019-038D",44390,"PAY","+","FIN","2019-07-05","VOSTO",NA,96.11,97.84,586,558,NA,NA,"EA","ORB",2019-01-01
"44391","NSL-1","2019-038E",44391,"PAY","+","ISRA","2019-07-05","VOSTO",NA,95.79,97.85,573,541,NA,NA,"EA","ORB",2019-01-01
"44392","VDNH-80","2019-038G",44392,"PAY","+","CIS","2019-07-05","VOSTO",NA,94.79,97.65,523,494,NA,NA,"EA","ORB",2019-01-01
"44393","D-STAR ONE (LIGHTSAT)","2019-038H",44393,"PAY","+","GER","2019-07-05","VOSTO",NA,94.79,97.65,523,494,NA,NA,"EA","ORB",2019-01-01
"44394","AMGU-1 (AMURSAT)","2019-038J",44394,"PAY","+","CIS","2019-07-05","VOSTO",NA,94.76,97.65,521,493,NA,NA,"EA","ORB",2019-01-01
"44395","OBJECT K","2019-038K",44395,"PAY","+","TBD","2019-07-05","VOSTO",NA,95,97.65,536,501,NA,NA,"EA","ORB",2019-01-01
"44396","LEMUR-2-LILLYJO","2019-038L",44396,"PAY","+","US","2019-07-05","VOSTO",NA,94.61,97.63,515,484,NA,NA,"EA","ORB",2019-01-01
"44397","OBJECT M","2019-038M",44397,"PAY","+","TBD","2019-07-05","VOSTO",NA,94.81,97.64,526,493,NA,NA,"EA","ORB",2019-01-01
"44398","MOVE-IIB","2019-038N",44398,"PAY","+","GER","2019-07-05","VOSTO",NA,94.63,97.64,516,485,NA,NA,"EA","ORB",2019-01-01
"44399","DOT-1","2019-038P",44399,"PAY","+","UK","2019-07-05","VOSTO",NA,94.96,97.66,534,500,NA,NA,"EA","ORB",2019-01-01
"44400","SONATE","2019-038Q",44400,"PAY","+","GER","2019-07-05","VOSTO",NA,95,97.65,536,501,NA,NA,"EA","ORB",2019-01-01
"44401","OBJECT R","2019-038R",44401,"PAY","+","TBD","2019-07-05","VOSTO",NA,94.75,97.65,523,491,NA,NA,"EA","ORB",2019-01-01
"44402","LEMUR-2-WANLI","2019-038S",44402,"PAY","+","US","2019-07-05","VOSTO",NA,94.66,97.63,518,487,NA,NA,"EA","ORB",2019-01-01
"44403","LEMUR-2-MORAG","2019-038T",44403,"PAY","+","US","2019-07-05","VOSTO",NA,94.65,97.64,517,487,NA,NA,"EA","ORB",2019-01-01
"44404","SOKRAT","2019-038U",44404,"PAY","+","CIS","2019-07-05","VOSTO",NA,94.78,97.65,522,493,NA,NA,"EA","ORB",2019-01-01
"44405","LEMUR-2-DUSTINTHEWIND","2019-038V",44405,"PAY","+","US","2019-07-05","VOSTO",NA,94.68,97.63,519,487,NA,NA,"EA","ORB",2019-01-01
"44406","LUCKY-7","2019-038W",44406,"PAY","+","CZCH","2019-07-05","VOSTO",NA,94.93,97.65,532,498,NA,NA,"EA","ORB",2019-01-01
"44407","LEMUR-2-ALEX-MADDY","2019-038X",44407,"PAY","+","US","2019-07-05","VOSTO",NA,94.82,97.64,525,494,NA,NA,"EA","ORB",2019-01-01
"44408","MOMENTUS-X1","2019-038Y",44408,"PAY","+","US","2019-07-05","VOSTO",NA,95.05,97.65,538,504,NA,NA,"EA","ORB",2019-01-01
"44409","LEMUR-2-EJATTA","2019-038Z",44409,"PAY","+","US","2019-07-05","VOSTO",NA,94.6,97.63,514,484,NA,NA,"EA","ORB",2019-01-01
"44410","D-STAR ONE (EXOCONNECT)","2019-038AA",44410,"PAY","+","GER","2019-07-05","VOSTO",NA,94.53,97.64,509,482,NA,NA,"EA","ORB",2019-01-01
"44411","LEMUR-2-GREGROBINSON","2019-038AB",44411,"PAY","+","US","2019-07-05","VOSTO",NA,94.65,97.64,517,486,NA,NA,"EA","ORB",2019-01-01
"44412","BEESAT 9","2019-038AC",44412,"PAY","+","GER","2019-07-05","VOSTO",NA,94.81,97.65,524,494,NA,NA,"EA","ORB",2019-01-01
"44413","LEMUR-2-YNDRD","2019-038AD",44413,"PAY","+","US","2019-07-05","VOSTO",NA,94.83,97.64,526,494,NA,NA,"EA","ORB",2019-01-01
"44414","OBJECT AE","2019-038AE",44414,"PAY","+","TBD","2019-07-05","VOSTO",NA,94.97,97.65,534,501,NA,NA,"EA","ORB",2019-01-01
"44415","NARSSCUBE-2","2019-022E",44415,"PAY","+","EGYP","2019-04-17","WLPIS",NA,93.7,51.64,463,448,NA,NA,"EA","ORB",2019-01-01
"44416","QUANTUM-RADAR 3","2019-022F",44416,"PAY","+","US","2019-04-17","WLPIS",NA,92.76,51.63,417,402,NA,NA,"EA","ORB",2019-01-01
"44417","RFTSAT","2019-022G",44417,"PAY","+","US","2019-04-17","WLPIS",NA,93.27,51.64,442,427,NA,NA,"EA","ORB",2019-01-01
"44418","ORCA-1","2019-022H",44418,"PAY","+","US","2019-04-17","WLPIS",NA,92.3,51.64,395,380,NA,NA,"EA","ORB",2019-01-01
"44419","JAISAT-1","2019-038F",44419,"PAY","+","THAI","2019-07-05","VOSTO",NA,94.78,97.65,522,493,NA,NA,"EA","ORB",2019-01-01
"44420","LIGHTSAIL 2","2019-036AC",44420,"PAY","+","US","2019-06-25","AFETR",NA,95.62,23.99,558,539,NA,NA,"EA","ORB",2019-01-01
"44421","COSMOS 2535","2019-039A",44421,"PAY","-","CIS","2019-07-10","PLMSC",NA,96.87,97.76,615,603,NA,NA,"EA","ORB",2019-01-01
"44422","COSMOS 2536","2019-039B",44422,"PAY","+","CIS","2019-07-10","PLMSC",NA,96.61,97.74,602,591,NA,NA,"EA","ORB",2019-01-01
"44423","COSMOS 2537","2019-039C",44423,"PAY","+","CIS","2019-07-10","PLMSC",NA,96.34,97.77,588,578,NA,NA,"EA","ORB",2019-01-01
"44424","COSMOS 2538","2019-039D",44424,"PAY","+","CIS","2019-07-10","PLMSC",NA,96.02,97.76,609,526,NA,NA,"EA","ORB",2019-01-01
"44425","VOLGA R/B","2019-039E",44425,"R/B",NA,"CIS","2019-07-10","PLMSC",NA,94.23,97.48,496,466,NA,NA,"EA","ORB",2019-01-01
"44432","SPEKTR-RG","2019-040A",44432,"PAY","+","CIS","2019-07-13","TYMSC",NA,NA,NA,NA,NA,NA,"NEA","EL2","ORB",2019-01-01
"44433","BLOCK DM R/B","2019-040B",44433,"R/B",NA,"CIS","2019-07-13","TYMSC",NA,NA,NA,NA,NA,NA,"NEA","SU","ORB",2019-01-01
"44437","SOYUZ-MS 13","2019-041A",44437,"PAY","D","CIS","2019-07-20","TYMSC","2020-02-06",92.95,51.64,423,416,NA,NA,"EA","LAN",2019-01-01
"44438","SL-4 R/B","2019-041B",44438,"R/B","D","CIS","2019-07-20","TYMSC","2019-07-24",87.21,51.6,138,135,NA,NA,"EA","IMP",2019-01-01
"44441","CHANDRAYAAN 2","2019-042A",44441,"PAY","+","IND","2019-07-22","SRILR",NA,15759.1,21.8,404876,0,NA,NA,"MO","ORB",2019-01-01
"44442","GSLV R/B","2019-042B",44442,"R/B","D","IND","2019-07-22","SRILR","2019-10-16",91.77,21.45,638,85,NA,NA,"EA","IMP",2019-01-01
"44443","CAS-7B","2019-043A",44443,"PAY","D","PRC","2019-07-25","JSC","2019-08-06",88.67,42.72,217,201,NA,NA,"EA","IMP",2019-01-01
"44446","DRAGON CRS-18","2019-044A",44446,"PAY","D","US","2019-07-25","AFETR","2019-08-27",92.67,51.65,414,397,NA,NA,"EA","LAN",2019-01-01
"44449","YAOGAN-30 N","2019-045A",44449,"PAY","+","PRC","2019-07-26","XICLF",NA,96.59,35,598,593,NA,NA,"EA","ORB",2019-01-01
"44450","YAOGAN-30 P","2019-045B",44450,"PAY","+","PRC","2019-07-26","XICLF",NA,96.59,34.99,603,588,NA,NA,"EA","ORB",2019-01-01
"44451","YAOGAN-30 Q","2019-045C",44451,"PAY","+","PRC","2019-07-26","XICLF",NA,96.59,35,597,594,NA,NA,"EA","ORB",2019-01-01
"44452","CZ-2C R/B","2019-045D",44452,"R/B",NA,"PRC","2019-07-26","XICLF",NA,94.85,34.97,576,447,NA,NA,"EA","ORB",2019-01-01
"44453","MERIDIAN 8","2019-046A",44453,"PAY","P","CIS","2019-07-30","PLMSC",NA,717.85,62.66,38092,2266,NA,NA,"EA","ORB",2019-01-01
"44454","FREGAT R/B","2019-046B",44454,"R/B",NA,"CIS","2019-07-30","PLMSC",NA,717.93,62.73,38337,2025,NA,NA,"EA","ORB",2019-01-01
"44455","PROGRESS-MS 12","2019-047A",44455,"PAY","D","CIS","2019-07-31","TYMSC","2019-11-29",92.9,51.65,421,412,NA,NA,"EA","IMP",2019-01-01
"44456","SL-4 R/B","2019-047B",44456,"R/B","D","CIS","2019-07-31","TYMSC","2019-08-04",86.95,51.65,128,119,NA,NA,"EA","IMP",2019-01-01
"44457","COSMOS 2539","2019-048A",44457,"PAY","+","CIS","2019-08-05","TYMSC",NA,1436.06,0.03,35787,35784,NA,NA,"EA","ORB",2019-01-01
"44458","BREEZE-M R/B","2019-048B",44458,"R/B",NA,"CIS","2019-08-05","TYMSC",NA,1594.98,3.08,42021,35663,NA,NA,"EA","ORB",2019-01-01
"44475","EDRS-C","2019-049A",44475,"PAY","+","ESA","2019-08-06","FRGUI",NA,1436.07,0.05,35790,35783,NA,NA,"EA","ORB",2019-01-01
"44476","INTELSAT 39 (IS-39)","2019-049B",44476,"PAY","+","ITSO","2019-08-06","FRGUI",NA,1436.11,0.02,35788,35785,NA,NA,"EA","ORB",2019-01-01
"44477","ARIANE 5 R/B","2019-049C",44477,"R/B",NA,"FR","2019-08-06","FRGUI",NA,569.99,4.52,32583,205,NA,NA,"EA","ORB",2019-01-01
"44479","AMOS-17","2019-050A",44479,"PAY","+","ISRA","2019-08-06","AFETR",NA,1436.11,0.01,35796,35778,NA,NA,"EA","ORB",2019-01-01
"44480","FALCON 9 R/B","2019-050B",44480,"R/B",NA,"US","2019-08-06","AFETR",NA,480.99,26.41,27721,194,NA,NA,"EA","ORB",2019-01-01
"44481","AEHF-5 (USA 292)","2019-051A",44481,"PAY","+","US","2019-08-08","AFETR",NA,1435.99,4.11,35806,35763,NA,NA,"EA","ORB",2019-01-01
"44482","TDO-1","2019-051B",44482,"PAY","+","US","2019-08-08","AFETR",NA,606.08,25.86,34471,220,NA,NA,"EA","ORB",2019-01-01
"44483","ATLAS 5 CENTAUR R/B","2019-051C",44483,"R/B",NA,"US","2019-08-08","AFETR",NA,903.62,7.76,34995,14171,NA,NA,"EA","ORB",2019-01-01
"44484","AEROCUBE 10B (DOUGSAT)","2019-022C",44484,"PAY","+","US","2019-04-17","WLPIS",NA,93.2,51.64,437,425,NA,NA,"EA","ORB",2019-01-01
"44485","AEROCUBE 10A (JIMSAT)","2019-022D",44485,"PAY","+","US","2019-04-17","WLPIS",NA,93.2,51.63,438,424,NA,NA,"EA","ORB",2019-01-01
"44486","OBJECT A","2019-052A",44486,"PAY","+","PRC","2019-08-17","JSC",NA,95.29,97.49,545,520,NA,NA,"EA","ORB",2019-01-01
"44487","OBJECT B","2019-052B",44487,"PAY","+","PRC","2019-08-17","JSC",NA,95.26,97.49,545,518,NA,NA,"EA","ORB",2019-01-01
"44488","OBJECT C","2019-052C",44488,"PAY","+","PRC","2019-08-17","JSC",NA,95.22,97.49,543,516,NA,NA,"EA","ORB",2019-01-01
"44493","CHINASAT 18 (ZX 18)","2019-053A",44493,"PAY","-","PRC","2019-08-19","XICLF",NA,547.33,28.72,31412,161,NA,NA,"EA","ORB",2019-01-01
"44494","CZ-3B R/B","2019-053B",44494,"R/B",NA,"PRC","2019-08-19","XICLF",NA,136.06,28.51,4606,164,NA,NA,"EA","ORB",2019-01-01
"44495","BRO-1","2019-054A",44495,"PAY","+","FR","2019-08-19","RLLB",NA,95.29,45.02,542,524,NA,NA,"EA","ORB",2019-01-01
"44496","ELECTRON KICK STAGE R/B","2019-054B",44496,"R/B",NA,"US","2019-08-19","RLLB",NA,95.28,45.01,538,525,NA,NA,"EA","ORB",2019-01-01
"44497","PEARL WHITE 1","2019-054C",44497,"PAY","+","US","2019-08-19","RLLB",NA,95.24,45.01,539,521,NA,NA,"EA","ORB",2019-01-01
"44498","PEARL WHITE 2","2019-054D",44498,"PAY","+","US","2019-08-19","RLLB",NA,95.22,45.01,538,520,NA,NA,"EA","ORB",2019-01-01
"44499","GLOBAL-4","2019-054E",44499,"PAY","+","US","2019-08-19","RLLB",NA,94.99,45.01,528,507,NA,NA,"EA","ORB",2019-01-01
"44500","ELECTRON R/B","2019-054F",44500,"R/B","D","US","2019-08-19","RLLB","2020-11-05",91.34,45,398,283,NA,NA,"EA","IMP",2019-01-01
"44504","SOYUZ-MS 14","2019-055A",44504,"PAY","D","CIS","2019-08-22","TYMSC","2019-09-06",92.88,51.65,421,410,NA,NA,"EA","LAN",2019-01-01
"44505","SL-4 R/B","2019-055B",44505,"R/B","D","CIS","2019-08-22","TYMSC","2019-08-26",87.38,51.66,146,143,NA,NA,"EA","IMP",2019-01-01
"44506","NAVSTAR 78 (USA 293)","2019-056A",44506,"PAY","+","US","2019-08-22","AFETR",NA,717.99,55.73,20260,20105,NA,NA,"EA","ORB",2019-01-01
"44516","AC 10A PROBE (VENTURINI)","2019-022J",44516,"PAY","D","US","2019-04-17","WLPIS","2020-02-12",89.82,51.62,275,256,NA,NA,"EA","IMP",2019-01-01
"44517","COSMOS 2540","2019-057A",44517,"PAY","+","CIS","2019-08-30","PLMSC",NA,103.9,99.26,944,943,NA,NA,"EA","ORB",2019-01-01
"44518","BREEZE-KM R/B","2019-057B",44518,"R/B",NA,"CIS","2019-08-30","PLMSC",NA,101.07,99.1,953,665,NA,NA,"EA","ORB",2019-01-01
"44519","XIAOXIANG-1 07","2019-058A",44519,"PAY","+","PRC","2019-08-30","JSC",NA,96.42,97.79,597,577,NA,NA,"EA","ORB",2019-01-01
"44520","KX-09","2019-058B",44520,"PAY","+","PRC","2019-08-30","JSC",NA,96.64,97.79,607,588,NA,NA,"EA","ORB",2019-01-01
"44521","KZ-1A R/B","2019-058C",44521,"R/B",NA,"PRC","2019-08-30","JSC",NA,93.64,97.69,570,336,NA,NA,"EA","ORB",2019-01-01
"44528","ZY-1 02D","2019-059A",44528,"PAY","+","PRC","2019-09-12","TAISC",NA,100.32,98.47,775,773,NA,NA,"EA","ORB",2019-01-01
"44529","BNU-1 (JINGSHI 1)","2019-059B",44529,"PAY","+","PRC","2019-09-12","TAISC",NA,99.62,98.52,751,730,NA,NA,"EA","ORB",2019-01-01
"44530","TAURUS-1 (JINNIUZUO 1)","2019-059C",44530,"PAY","+","PRC","2019-09-12","TAISC",NA,99.48,98.55,744,723,NA,NA,"EA","ORB",2019-01-01
"44531","CZ-4B R/B","2019-059D",44531,"R/B",NA,"PRC","2019-09-12","TAISC",NA,96.43,98.73,724,452,NA,NA,"EA","ORB",2019-01-01
"44533","SEEKER","2019-022K",44533,"PAY","+","US","2019-04-17","WLPIS",NA,93.52,51.64,454,439,NA,NA,"EA","ORB",2019-01-01
"44534","ZHUHAI-1 03A","2019-060A",44534,"PAY","+","PRC","2019-09-19","JSC",NA,94.49,97.47,504,484,NA,NA,"EA","ORB",2019-01-01
"44535","CZ-11 R/B","2019-060B",44535,"R/B","D","PRC","2019-09-19","JSC","2019-09-19",88.39,97.36,296,93,NA,NA,"EA","IMP",2019-01-01
"44536","ZHUHAI-1 03B","2019-060C",44536,"PAY","+","PRC","2019-09-19","JSC",NA,94.49,97.47,501,487,NA,NA,"EA","ORB",2019-01-01
"44537","ZHUHAI-1 03C","2019-060D",44537,"PAY","+","PRC","2019-09-19","JSC",NA,94.49,97.46,501,487,NA,NA,"EA","ORB",2019-01-01
"44538","ZHUHAI-1 03D","2019-060E",44538,"PAY","+","PRC","2019-09-19","JSC",NA,94.49,97.46,500,488,NA,NA,"EA","ORB",2019-01-01
"44539","ZHUHAI-1 03E","2019-060F",44539,"PAY","+","PRC","2019-09-19","JSC",NA,94.49,97.47,501,488,NA,NA,"EA","ORB",2019-01-01
"44542","BEIDOU-3 M23","2019-061A",44542,"PAY","+","PRC","2019-09-22","XICLF",NA,773.23,54.55,21553,21503,NA,NA,"EA","ORB",2019-01-01
"44543","BEIDOU-3 M24","2019-061B",44543,"PAY","+","PRC","2019-09-22","XICLF",NA,773.23,54.55,21546,21510,NA,NA,"EA","ORB",2019-01-01
"44544","YZ-1 R/B","2019-061C",44544,"R/B",NA,"PRC","2019-09-22","XICLF",NA,798.08,54.64,22215,22030,NA,NA,"EA","ORB",2019-01-01
"44545","CZ-3B R/B","2019-061D",44545,"R/B","D","PRC","2019-09-22","XICLF","2020-09-22",93.11,54.8,755,99,NA,NA,"EA","IMP",2019-01-01
"44546","HTV-8 (KOUNOTORI 8)","2019-062A",44546,"PAY","D","JPN","2019-09-24","TANSC","2019-11-03",89.94,51.64,399,145,NA,NA,"EA","IMP",2019-01-01
"44547","YUNHAI 1-02","2019-063A",44547,"PAY","+","PRC","2019-09-25","JSC",NA,100.51,98.49,784,781,NA,NA,"EA","ORB",2019-01-01
"44548","CZ-2D R/B","2019-063B",44548,"R/B",NA,"PRC","2019-09-25","JSC",NA,100.04,98.16,765,756,NA,NA,"EA","ORB",2019-01-01
"44550","SOYUZ-MS 15","2019-064A",44550,"PAY","D","CIS","2019-09-25","TYMSC","2020-04-17",92.98,51.64,423,418,NA,NA,"EA","LAN",2019-01-01
