"","COSPARID","RSO_NAME","RSO_TYPE","PAYLOAD_OPERATIONAL_STATUS","ORBIT_TYPE","APPLICATION","SOURCE","LAUNCH_SITE","LAUNCH_DATE","DECAY_DATE","ORBITAL_PERIOD","12","13","14","INCLINATION","APOGEE","PERIGEE","18","19","20","21","22","23","a","e","26","27","28","29","X_","Y_","Z_","33","34","35","36","37","38","39","40","41","42","LAUNCH_YEAR","count"
"15542","2019-030I","Starlink75","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-16",6917,0,0.925025,0,0.261799,1.72382,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4452.02,5293.79,14.5932,-3.1211,2.60811,6.06013,2022,2019-01-01,1
"15543","2019-030J","Starlink76","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-29",6917,0,0.925025,0,0.261799,1.92067,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6871.6,791.111,14.6495,-0.477942,4.03919,6.06013,2022,2019-01-01,1
"15544","2019-030K","Starlink77","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-30",6917,0,0.925025,0,0.261799,6.15685,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4012.93,-5633.92,14.755,3.30542,2.37025,6.06009,2022,2019-01-01,1
"15545","2019-030L","Starlink78","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-15",6917,0,0.925025,0,0.261799,0.361492,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6484.6,2407.2,14.6349,-1.42751,3.80863,6.06013,2022,2019-01-01,1
"15546","2019-030M","Starlink79","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-15",6917,0,0.925025,0,0.261799,4.02413,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5317.72,-4423.4,14.7225,2.59117,3.13522,6.0601,2022,2019-01-01,1
"15547","2019-030N","Starlink80","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-21",6917,0,0.925025,0,0.261799,2.34626,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6677.65,-1803.8,14.682,1.04826,3.92998,6.06012,2022,2019-01-01,1
"15548","2019-030O","Starlink81","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-16",6917,0,0.925025,0,0.261799,4.78477,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5240.84,-4514.23,14.7244,2.64472,3.09018,6.0601,2022,2019-01-01,1
"15549","2019-030P","Starlink82","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-21",6917,0,0.925025,0,0.261799,5.24692,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4890.54,4891.55,14.6014,-2.8854,2.86671,6.06013,2022,2019-01-01,1
"15550","2019-030Q","Starlink83","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-03",6917,0,0.925025,0,0.261799,3.79913,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6111.45,-3239.58,14.7026,1.89358,3.59973,6.06011,2022,2019-01-01,1
"15551","2019-030R","Starlink84","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-12",6917,0,0.925025,0,0.261799,2.77185,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5538.65,-4143.44,14.7146,2.42614,3.26461,6.0601,2022,2019-01-01,1
"15552","2019-030S","Starlink85","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-04",6917,0,0.925025,0,0.261799,2.06014,6681.31,1790.25,0,-1.18241,4.41283,6.0626,3272.53,6093.87,14.5675,-3.58938,1.91309,6.06013,2022,2019-01-01,1
"15553","2019-030T","Starlink86","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-26",6917,0,0.925025,0,0.261799,2.20561,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5292.69,4453.33,14.6128,-2.62846,3.10398,6.06013,2022,2019-01-01,1
"15554","2019-030U","Starlink87","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-11",6917,0,0.925025,0,0.261799,6.26199,6681.31,1790.25,0,-1.18241,4.41283,6.0626,3980.87,5656.62,14.5889,-3.33359,2.3304,6.06013,2022,2019-01-01,1
"15555","2019-030V","Starlink88","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-08",6917,0,0.925025,0,0.261799,1.92193,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6911.39,-278.049,14.6658,0.150661,4.06458,6.06013,2022,2019-01-01,1
"15556","2019-030W","Starlink89","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-11",6917,0,0.925025,0,0.261799,5.37908,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6303.68,2847.51,14.6336,-1.68609,3.70143,6.06013,2022,2019-01-01,1
"15557","2019-030X","Starlink90","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-08",6917,0,0.925025,0,0.261799,1.03904,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5810.4,-3752.86,14.7048,2.19596,3.42366,6.06011,2022,2019-01-01,1
"15558","2019-030Y","Starlink91","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-20",6917,0,0.925025,0,0.261799,2.80127,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6707.73,-1688.5,14.6815,0.980409,3.94745,6.06012,2022,2019-01-01,1
"15559","2019-030Z","Starlink92","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-06",6917,0,0.925025,0,0.261799,3.86264,6681.31,1790.25,0,-1.18241,4.41283,6.0626,3480.47,5977.54,14.571,-3.52137,2.03557,6.06012,2022,2019-01-01,1
"15560","2019-030AA","Starlink93","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-09",6917,0,0.925025,0,0.261799,4.60623,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6202.01,3062.63,14.6337,-1.81239,3.64125,6.06013,2022,2019-01-01,1
"15561","2019-030AB","Starlink94","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-26",6917,0,0.925025,0,0.261799,0.240499,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6497.97,-2370.87,14.6829,1.38205,3.82539,6.06012,2022,2019-01-01,1
"15562","2019-030AC","Starlink95","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-08",6917,0,0.925025,0,0.261799,5.28981,6681.31,1790.25,0,-1.18241,4.41283,6.0626,3683.83,5854.41,14.5778,-3.44934,2.15537,6.06012,2022,2019-01-01,1
"15563","2019-030AD","Starlink96","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-28",6917,0,0.925025,0,0.261799,0.504665,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4204.04,-5492.79,14.7507,3.22208,2.48237,6.06009,2022,2019-01-01,1
"15564","2019-030AE","Starlink97","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-15",6917,0,0.925025,0,0.261799,0.494913,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6827.98,-1106.08,14.672,0.637712,4.01708,6.06012,2022,2019-01-01,1
"15565","2019-030AF","Starlink98","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-15",6917,0,0.925025,0,0.261799,0.589024,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6827.94,-1106.33,14.672,0.637862,4.01705,6.06012,2022,2019-01-01,1
"15566","2019-030AG","Starlink99","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-17",6917,0,0.925025,0,0.261799,4.54264,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4542.55,5216.31,14.5938,-3.07571,2.66149,6.06013,2022,2019-01-01,1
"15567","2019-030AH","Starlink100","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-20",6917,0,0.925025,0,0.261799,0.0741623,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4805.77,4974.87,14.5989,-2.93423,2.81671,6.06013,2022,2019-01-01,1
"15568","2019-030AI","Starlink101","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-22",6917,0,0.925025,0,0.261799,0.244235,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6726.79,1610.9,14.6485,-0.959729,3.95252,6.06013,2022,2019-01-01,1
"15569","2019-030AJ","Starlink102","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-08",6917,0,0.925025,0,0.261799,2.16168,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5810.35,-3752.93,14.7048,2.19601,3.42364,6.06011,2022,2019-01-01,1
"15570","2019-030AK","Starlink103","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-12",6917,0,0.925025,0,0.261799,0.979188,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6351.76,2738.57,14.6333,-1.62211,3.72991,6.06013,2022,2019-01-01,1
"15571","2019-030AL","Starlink104","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-07",6917,0,0.925025,0,0.261799,5.55771,6681.31,1790.25,0,-1.18241,4.41283,6.0626,3582.42,5917,14.5741,-3.48596,2.09563,6.06012,2022,2019-01-01,1
"15572","2019-030AM","Starlink105","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-24",6917,0,0.925025,0,0.261799,1.76551,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6778.22,1378.54,14.6494,-0.823188,3.98319,6.06013,2022,2019-01-01,1
"15573","2019-030AN","Starlink106","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-22",6917,0,0.925025,0,0.261799,1.78145,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4973.72,4806.95,14.6041,-2.8358,2.91578,6.06013,2022,2019-01-01,1
"15574","2019-030AO","Starlink107","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-18",6917,0,0.925025,0,0.261799,5.86461,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4631.65,5137.36,14.595,-3.02946,2.71402,6.06013,2022,2019-01-01,1
"15575","2019-030AP","Starlink108","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-10",6917,0,0.925025,0,0.261799,0.299327,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6253.71,2955.63,14.6339,-1.74957,3.67185,6.06013,2022,2019-01-01,1
"15576","2019-030AQ","Starlink109","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-30",6917,0,0.925025,0,0.261799,5.58093,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6884.18,672.812,14.6513,-0.408405,4.04682,6.06013,2022,2019-01-01,1
"15577","2019-030AR","Starlink110","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-12-01",6917,0,0.925025,0,0.261799,3.53391,6681.31,1790.25,0,-1.18241,4.41283,6.0626,3915.44,-5702.11,14.7561,3.3457,2.31306,6.06009,2022,2019-01-01,1
"15578","2019-030AS","Starlink111","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-29",6917,0,0.925025,0,0.261799,2.48095,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4109.05,-5564.2,14.7533,3.26425,2.42665,6.06009,2022,2019-01-01,1
"15579","2019-030AT","Starlink112","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-13",6917,0,0.925025,0,0.261799,2.39416,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6397.86,2629.08,14.6333,-1.55782,3.75722,6.06013,2022,2019-01-01,1
"15580","2019-030AU","Starlink113","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-28",6917,0,0.925025,0,0.261799,5.87808,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5442.7,4268.69,14.6141,-2.52016,3.19253,6.06013,2022,2019-01-01,1
"15581","2019-030AV","Starlink114","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-30",6917,0,0.925025,0,0.261799,3.3346,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4012.92,-5633.93,14.755,3.30542,2.37025,6.06009,2022,2019-01-01,1
"15582","2019-030AW","Starlink115","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-08",6917,0,0.925025,0,0.261799,6.09087,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6148.48,3168.73,14.6326,-1.87468,3.60958,6.06013,2022,2019-01-01,1
"15583","2019-030AX","Starlink116","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-07",6917,0,0.925025,0,0.261799,2.8968,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5874.26,-3652.09,14.7037,2.13659,3.46103,6.06011,2022,2019-01-01,1
"15584","2019-030AY","Starlink117","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-21",6917,0,0.925025,0,0.261799,4.73718,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4833.49,-4947.93,14.7281,2.90051,2.85146,6.0601,2022,2019-01-01,1
"15585","2019-030AZ","Starlink118","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-17",6917,0,0.925025,0,0.261799,3.60607,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6785.91,-1340.19,14.6767,0.775448,3.99278,6.06012,2022,2019-01-01,1
"15586","2019-030BA","Starlink119","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-08",6917,0,0.925025,0,0.261799,3.75153,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5810.42,-3752.82,14.7048,2.19594,3.42368,6.06011,2022,2019-01-01,1
"15587","2019-030BB","Starlink120","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-27",6917,0,0.925025,0,0.261799,3.24533,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6456.34,-2481.99,14.6848,1.44747,3.80112,6.06012,2022,2019-01-01,1
"15588","2019-030BC","Starlink121","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-20",6917,0,0.925025,0,0.261799,2.03823,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4805.69,4974.94,14.5989,-2.93427,2.81666,6.06013,2022,2019-01-01,1
"15589","2019-030BD","Starlink122","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-30",6917,0,0.925025,0,0.261799,5.15303,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6319.71,-2811.74,14.6943,1.64162,3.7214,6.06011,2022,2019-01-01,1
"15590","2019-030BE","Starlink123","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-01",6917,0,0.925025,0,0.261799,0.111025,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6219.14,-3027.7,14.7,1.76879,3.66266,6.06011,2022,2019-01-01,1
"15591","2019-030BF","Starlink124","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-27",6917,0,0.925025,0,0.261799,5.26308,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6840.29,1027.17,14.6484,-0.616693,4.02034,6.06013,2022,2019-01-01,1
"15592","2019-030BG","Starlink125","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-14",6917,0,0.925025,0,0.261799,5.25444,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4267.57,5443.58,14.5927,-3.20884,2.49937,6.06013,2022,2019-01-01,1
"15593","2019-030BH","Starlink126","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-15",6917,0,0.925025,0,0.261799,2.13741,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5317.67,-4423.46,14.7225,2.59121,3.13519,6.0601,2022,2019-01-01,1
"15594","2019-030BI","Starlink127","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-03",6917,0,0.925025,0,0.261799,4.34585,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5853.59,3685.12,14.6183,-2.17778,3.43523,6.06013,2022,2019-01-01,1
"15595","2019-030BJ","Starlink128","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-17",6917,0,0.925025,0,0.261799,3.47159,6681.31,1790.25,0,-1.18241,4.41283,6.0626,5162.36,-4603.77,14.7257,2.69752,3.0442,6.0601,2022,2019-01-01,1
"15596","2019-030BK","Starlink129","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-24",6917,0,0.925025,0,0.261799,1.29725,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4571.76,-5190.73,14.7348,3.04378,2.69802,6.06009,2022,2019-01-01,1
"15597","2019-030BL","Starlink130","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-15",6917,0,0.925025,0,0.261799,5.22517,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6484.55,2407.33,14.6349,-1.42759,3.80861,6.06013,2022,2019-01-01,1
"15598","2019-030BM","Starlink131","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-29",6917,0,0.925025,0,0.261799,4.35202,6681.31,1790.25,0,-1.18241,4.41283,6.0626,4108.94,-5564.29,14.7533,3.2643,2.42658,6.06009,2022,2019-01-01,1
"15599","2019-030BN","Starlink132","plat","+","LEO","comms","USA","AFETR",2019-06-22,"2029-06-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-23",6917,0,0.925025,0,0.261799,3.71736,6681.31,1790.25,0,-1.18241,4.41283,6.0626,6753.49,1494.99,14.6492,-0.891618,3.96844,6.06013,2022,2019-01-01,1
"15600","2019-031A","Starlink133","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-05",6917,0,0.925025,0,0.523599,4.52044,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6713.96,-1663.55,13.2352,0.967735,3.9539,6.05768,2022,2019-01-01,1
"15601","2019-031B","Starlink134","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-24",6917,0,0.925025,0,0.523599,6.2313,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6190.47,3085.91,13.1913,-1.82636,3.63785,6.05771,2022,2019-01-01,1
"15602","2019-031C","Starlink135","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-15",6917,0,0.925025,0,0.523599,1.1625,5990.3,3458.5,0,-2.28425,3.95643,6.0626,5640.43,4003.78,13.1766,-2.36558,3.31264,6.05771,2022,2019-01-01,1
"15603","2019-031D","Starlink136","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-08",6917,0,0.925025,0,0.523599,0.811504,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6583.77,-2121.01,13.235,1.23717,3.87806,6.05768,2022,2019-01-01,1
"15604","2019-031E","Starlink137","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-03",6917,0,0.925025,0,0.523599,5.39003,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6592.21,2094.64,13.1988,-1.24369,3.87594,6.0577,2022,2019-01-01,1
"15605","2019-031F","Starlink138","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-18",6917,0,0.925025,0,0.523599,1.52077,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6908.49,342.842,13.215,-0.213318,4.065,6.0577,2022,2019-01-01,1
"15606","2019-031G","Starlink139","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-06",6917,0,0.925025,0,0.523599,6.22773,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6652.9,-1893.06,13.2347,1.10291,3.91835,6.05768,2022,2019-01-01,1
"15607","2019-031H","Starlink140","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-13",6917,0,0.925025,0,0.523599,1.55376,5990.3,3458.5,0,-2.28425,3.95643,6.0626,2603.31,6408.39,13.1339,-3.77558,1.52135,6.05772,2022,2019-01-01,1
"15608","2019-031I","Starlink141","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-15",6917,0,0.925025,0,0.523599,2.79383,5990.3,3458.5,0,-2.28425,3.95643,6.0626,2821.98,6315.15,13.1351,-3.72107,1.65019,6.05772,2022,2019-01-01,1
"15609","2019-031J","Starlink142","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-12-01",6917,0,0.925025,0,0.523599,1.99773,5990.3,3458.5,0,-2.28425,3.95643,6.0626,5257.67,-4494.62,13.2783,2.63624,3.10168,6.05765,2022,2019-01-01,1
"15610","2019-031K","Starlink143","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-13",6917,0,0.925025,0,0.523599,1.83387,5990.3,3458.5,0,-2.28425,3.95643,6.0626,2603.09,6408.48,13.1339,-3.77563,1.52123,6.05772,2022,2019-01-01,1
"15611","2019-031L","Starlink144","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-19",6917,0,0.925025,0,0.523599,1.58562,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6067.27,-3321.58,13.254,1.94455,3.57614,6.05767,2022,2019-01-01,1
"15612","2019-031M","Starlink145","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-21",6917,0,0.925025,0,0.523599,2.82569,5990.3,3458.5,0,-2.28425,3.95643,6.0626,5949.55,-3528.11,13.2541,2.06629,3.50721,6.05767,2022,2019-01-01,1
"15613","2019-031N","Starlink146","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-26",6917,0,0.925025,0,0.523599,2.21783,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6292.99,2871.07,13.1907,-1.7001,3.69854,6.05771,2022,2019-01-01,1
"15614","2019-031O","Starlink147","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-12",6917,0,0.925025,0,0.523599,5.20419,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6836.37,1052.98,13.2045,-0.631099,4.02137,6.0577,2022,2019-01-01,1
"15615","2019-031P","Starlink148","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-26",6917,0,0.925025,0,0.523599,2.40493,5990.3,3458.5,0,-2.28425,3.95643,6.0626,6292.99,2871.06,13.1907,-1.70009,3.69855,6.05771,2022,2019-01-01,1
"15616","2019-031Q","Starlink149","plat","+","LEO","comms","USA","AFETR",2019-07-22,"2029-07-22",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-15",6917,0,0.925025,0,0.523599,2.47225,5990.3,3458.5,0,-2.28425,3.95643,6.0626,5640.49,4003.7,13.1766,-2.36553,3.31267,6.05771,2022,2019-01-01,1
